"name";"url";"category";"location";"description"
"WeekendHouseSwap";"http://WeekendHouseSwap.com";"travel";"San Francisco, CA 94122";"WeekendHouseSwap.com puts you in touch with other locals, in Northern California, willing to swap houses. You stay in their house, and they stay in yours, at no cost. This service is perfect for short one to four night stays and is intended for swappers within drivable distance or a short flight away. The two parties can set up whatever style of swap works for them including swapping cars, pets, or chores. You can swap your house, apartment, condo, houseboat, yurt or other abode. This web service is completely free, with both parties setting up the terms of their swap."
"Weele";"http://weele.mx/";"education";"N/A";"N/A"
"Weeleo";"http://www.weeleo.com/en/index.html";"finance &amp; economics";"N/A";"N/A"
"Weendy";"http://weendy.com";"entertainment";"N/A";"weendy helps you find and share the best wind, wave and snow conditions with friends and people nearby with the same interests"
"Weezevent";"http://www.weezevent.com/";"business &amp; innovation";"Suite 307  110 rue des Poissonniers - 48 track 18 CI  75899 Paris Cedex 18 - FRANCE";"Online ticketing and registration for event organizers"
"WeFarm";"http://wefarm.org";"farming &amp; gardening";"N/A";"N/A"
"WeForest";"http://www.weforest.org/";"natural resources &amp; environment";"N/A";"N/A"
"wefunder";"http://wefunder.com/beta";"finance &amp; economics";"N/A";"N/A"
"WeGo";"http://www.wego.nu/";"mobility";"Amsterdam, netherlands";"WeGo is a P2P carshing network based in the Netherlands."
"WeGo";"http://www.wego.nu";"mobility";"Sarphatistraat 370, Amsterdam, the Netherlands";"WeGo enables this car-sharing model by providing the platform, insurance and technology to make every transaction safe, convenient and easy. WeGo works by exploiting the overcapacity in the private car market to provide a range of affordable vehicle access to non-vehicle owners, and benefits vehicles owners by lowering their cost of vehicle ownership and helping them generate extra revenue. De WeGo app is suitable for owners, drivers and businesses."
"WeGo Rideshare";"http://WeGoRideShare.com/";"mobility";"N/A";"N/A"
"WeGoLook";"http://www.wegolook.com";"business &amp; innovation";"N/A";"WeGoLook.com is an online service which features a unique community of over 7,000 nationwide people ""Lookers"" who are dispatched in their local area to verify an eBay/craigslist item, auto, property, pinball machine, vacation home, exotic pet, job site construction progress, online dates and so so so much more! The Looker will complete an ONSITE personalized report which includes CURRENT photos, video, observation and more. WeGoLook.com uncovers the truth about the item our customers wish to purchase. Our customers have access to information which helps in negotiation plus avoid becoming victims of fraud or misrepresentation. WeGoLook.com also assists business owners and property owners of second homes. Lookers can verify storm or tenant damage, collateral assets, rent roll, job site construction progress, take site photos/video and more."
"WeHack.it";"http://wehack.it/";"technology &amp; data";"N/A";"N/A"
"WeHateToWaste";"http://www.wehatetowaste.com/";"upcycling &amp; recycling";"N/A";"N/A"
"WeHeartIt";"http://weheartit.com/";"creativity, media &amp; the arts";"brazil";"Heart It lets you create an online album (a heart) with your favorite images and videos and fill it with your favorite images."
"weidai";"http://weidai.com.cn";"finance &amp; economics";"N/A";"Chinese based p2p lending platform."
"WeJustGotBack";"http://wejustgotback.com/";"travel";"N/A";"Reviews of kid-friendly resorts and hotels, family vacation deals, travel tips, insider city guides, and reader recommendations for traveling with kids up to age 18. Our family travel content appears regularly on MSNBC.com, ABCNews.com, and Frommers.com."
"welcome beyond";"http://www.welcomebeyond.com/";"travel";"N/A";"N/A"
"Welcome to Recess";"http://www.recessurbanrecreation.com";"health &amp; fitness";"N/A";"Member-based community offering wellness tips and education to local families."
"Welcu";"http://www.welcu.com/";"technology &amp; data";"444 Castro St, Suite 1200  , Mountain View 94041, CA, united_states";"Welcu is the best way to manage high end, unique events."
"Welectricity Inc";"http://welectricity.com";"energy";"P O Box 2096 , Kingstown, St Vincent &amp; The Grenadines";"Welectricity. Energy Efficiency, meet Social Networking (TM). A Social Network that helps you track and reduce energy consumption at home."
"WELEET";"http://weleet.co/";"careers, jobs &amp; vocation";"N/A";"Sign-up for a free digital business card and our weekly newsletter at weleet.co/Meetup with us:http://www.meetup.com/WE-Work-From-Home-But-Not-Alone-Group/"
"Well Told Story";"http://wts.co.ke/";"marketing services";"N/A";"N/A"
"Wellspring";"http://www.wellspringworldwide.com/";"technology &amp; data";"N/A";"N/A"
"WeLoveYourSongs.com";"http://weloveyoursongs.com";"entertainment";"London, United Kingdom";"Weloveyoursongs.com is an internet community for unsigned musicians and music fans.Our principal aim is to empower artists that are not signed by any music label, and we are committed to provide the best environment possible for the artists that are part of our community to be heard on internet, and for the music fans to discover new talented underground musicians, hear some exciting sounds and have the possibility to interact with other people with similar interests."
"Wemind";"http://www.wemindcorp.com/";"business &amp; innovation";"Vestergade 12A 3. , 1456 KÃ¸benhavn K 7020 0217, Denmark";"Wemind is a Copenhagen based consultancy company. Since 2005 we have assisted more than 100 companies in re-aligning their business, organization and activities to a world of increasing transparency, involvement and collaboration."
"Wendy's Boot Camp - Bootcamp in San Clemente";"http://www.wendysbootcamp.com";"N/A";"Rancho San Clemente Tennis and Fitness Club, 111 Avenida Vista Montana, San Clemente CA 92672";"Wendy's Bootcamp motivate and inspire others and coach people to improve their health and lives. They offer fun and affordable fitness for everyone. Join Wendy's Bootcamp with activities for Boot Camp San Clemente, Boot Camps San Juan Capistrano, Bootcamp San Clemente, Bootcamps San Juan Capistrano, Cross Fit San Clemente, and Fitness Classes San Juan Capistrano."
"Weng Motors, Inc.";"http://wengmotors.com/";"mobility";"Palo Alto  94304, CA, united_states";"The electric Vespa of pickup trucks."
"Wengo";"http://www.wengo.fr";"careers, jobs &amp; vocation";"12 rue de PenthiÃ¨vre , Paris 75008";"Wengo allows anyone, an individual or a professional, to find an expert who can respond immediately to his or her questions by telephone, at the best prices and in confidence."
"WePay";"https://www.wepay.com";"finance &amp; economics";"N/A";"Helps groups easily collect, manage, and spend money."
"Wercker";"http://beta.wercker.com/";"technology &amp; data";"N/A";"N/A"
"Wesley Clover International Corporation";"http://www.wesleyclover.com/";"business &amp; innovation";"N/A";"N/A"
"WeSmartPark";"https://www.wesmartpark.com/";"mobility";"N/A";"In Barcelona more than 357k cars drives into the city everyday; and there are only 369k spots to park. That makes very hard to park in BCN, drivers spend up to 9 minutes to find a free parking spot; that issue generate the 22% of the city trafic. That problem is not new in other European cities, where the average is that 19% of the traffic is due to drivers looking for a free parking spot. However, in BCN there are up to 300k spots which are free 60% of the time: the private ones (Hotels, Real State, Companies, Citizens). That is why NPU has developed WeSmartPark; to use those private parking spots to create an alternative way to park; improving the traffic on the city; offering the best prices to park and giving extra revenues to those owners without renouncing to ther spots."
"Wesprout";"https://wesprout.org/";"health &amp; fitness";"N/A";"N/A"
"West Coast Arts Foundation";"http://www.westcoastarts.org";"creativity, media &amp; the arts";"1554 Fourth Street , San Rafael 94901, California, United States";"West Coast Arts Foundation provides a community resource for adults and young artists from families and schools that cannot provide enrichment programs, workshops, concerts and rehearsal space for various community activities."
